age,sex,income_family,province,education,religious,marital_status,language_knowledge,employed,votechoice,vote_liberal
56,Female,"$75,000 to $99,999",Quebec,Bachelor's degree,Yes,Has a partner,French only,No,Bloc Québécois,0
99,Male,"$75,000 to $99,999",Ontario,High school diploma,Yes,Single,English only,Yes,Liberal Party,1
34,Female,"$50,000 to $74,999",Saskatchewan,College or certificate,Yes,Single,English only,Yes,Conservative Party,0
60,Female,"$75,000 to $99,999",Manitoba,High school diploma,Yes,Has a partner,English only,Yes,Conservative Party,0
45,Female,"$125,000 and more",Ontario,Above bachelor,Yes,Has a partner,English only,Yes,Liberal Party,1
53,Female,"$125,000 and more",Ontario,Bachelor's degree,Yes,Has a partner,English only,Yes,ndp,0
29,Male,"$50,000 to $74,999",Nova Scotia,Bachelor's degree,Yes,Single,English only,Yes,Liberal Party,1
28,Male,"$50,000 to $74,999",Saskatchewan,College or certificate,Yes,Single,English only,Yes,Conservative Party,0
29,Female,"$50,000 to $74,999",Saskatchewan,Less than high school,No,Single,English only,Yes,Liberal Party,1
39,Female,"$100,000 to $ 124,999",Ontario,Above bachelor,Yes,Has a partner,English only,Yes,Liberal Party,1
57,Male,"$75,000 to $99,999",Ontario,Bachelor's degree,Yes,Has a partner,English only,No,Conservative Party,0
29,Male,"$50,000 to $74,999",Ontario,Bachelor's degree,Yes,Has a partner,English only,Yes,Liberal Party,1
65,Male,"Less than $25,000",Ontario,College or certificate,Yes,Single,English only,No,Liberal Party,1
26,Male,"$50,000 to $74,999",Saskatchewan,College or certificate,Yes,Single,English only,No,Green Party,0
34,Male,"$100,000 to $ 124,999",British Columbia,College or certificate,Yes,Has a partner,English only,Yes,ndp,0
34,Male,"$125,000 and more",British Columbia,College or certificate,Yes,Has a partner,English only,Yes,Conservative Party,0
31,Male,"$50,000 to $74,999",Ontario,High school diploma,Yes,Single,English only,Yes,Liberal Party,1
65,Male,"$75,000 to $99,999",Saskatchewan,High school diploma,Yes,Has a partner,English only,No,Conservative Party,0
29,Male,"$125,000 and more",Ontario,Above bachelor,Yes,Single,English only,Yes,Liberal Party,1
27,Male,"$50,000 to $74,999",Quebec,Less than high school,Yes,Single,Both English and French,Yes,Bloc Québécois,0
25,Male,"$25,000 to $49,999",Ontario,College or certificate,Yes,Single,Both English and French,Yes,Conservative Party,0
33,Male,"$50,000 to $74,999",Ontario,Above bachelor,Yes,Has a partner,English only,Yes,Don't know/ Prefer not to answer,0
29,Male,"$75,000 to $99,999",Ontario,Bachelor's degree,Yes,Has a partner,English only,Yes,Liberal Party,1
73,Female,"$50,000 to $74,999",Ontario,College or certificate,Yes,Single,English only,Yes,Green Party,0
66,Male,"$25,000 to $49,999",Ontario,Bachelor's degree,Yes,Single,Both English and French,Yes,Green Party,0
65,Female,"Less than $25,000",Ontario,College or certificate,Yes,Has a partner,English only,Yes,Conservative Party,0
65,Female,"Less than $25,000",New Brunswick,High school diploma,Yes,Single,English only,No,ndp,0
65,Male,"Less than $25,000",Ontario,College or certificate,Yes,Has a partner,English only,No,Liberal Party,1
69,Female,"$25,000 to $49,999",Ontario,College or certificate,Yes,Single,Both English and French,No,Liberal Party,1
39,Female,"$125,000 and more",Ontario,College or certificate,Yes,Has a partner,English only,Yes,Liberal Party,1
53,Female,"$25,000 to $49,999",Ontario,College or certificate,Yes,Has a partner,English only,Yes,ndp,0
44,Male,"$125,000 and more",Ontario,College or certificate,Yes,Has a partner,English only,Yes,Don't know/ Prefer not to answer,0
47,Female,"$25,000 to $49,999",Nova Scotia,Bachelor's degree,No,Single,English only,Yes,Liberal Party,1
65,Female,"Less than $25,000",Prince Edward Island,Less than high school,Yes,Single,English only,No,Green Party,0
40,Female,"$50,000 to $74,999",Quebec,Less than high school,Yes,Single,Both English and French,No,Bloc Québécois,0
30,Female,"$50,000 to $74,999",Ontario,Bachelor's degree,Yes,Has a partner,English only,No,Conservative Party,0
52,Female,"$125,000 and more",Ontario,Bachelor's degree,Yes,Has a partner,English only,Yes,Liberal Party,1
19,Male,"$100,000 to $ 124,999",Ontario,High school diploma,Yes,Single,Both English and French,No,Liberal Party,1
49,Female,"$25,000 to $49,999",Ontario,College or certificate,Yes,Has a partner,English only,No,Liberal Party,1
27,Female,"$75,000 to $99,999",Ontario,Bachelor's degree,Yes,Has a partner,English only,Yes,Liberal Party,1
51,Female,"$75,000 to $99,999",Ontario,College or certificate,Yes,Has a partner,English only,Yes,Liberal Party,1
39,Male,"$75,000 to $99,999",Ontario,College or certificate,Yes,Has a partner,Both English and French,Yes,Liberal Party,1
32,Female,"$100,000 to $ 124,999",Ontario,Bachelor's degree,Yes,Has a partner,English only,Yes,ndp,0
47,Male,"Less than $25,000",Quebec,College or certificate,Yes,Has a partner,French only,No,Conservative Party,0
71,Female,"Less than $25,000",Ontario,College or certificate,Yes,Single,English only,No,Conservative Party,0
43,Female,"$75,000 to $99,999",British Columbia,Bachelor's degree,Yes,Has a partner,English only,Yes,ndp,0
35,Female,"$100,000 to $ 124,999",Quebec,Bachelor's degree,Yes,Has a partner,English only,Yes,Liberal Party,1
42,Female,"$100,000 to $ 124,999",Ontario,Bachelor's degree,Yes,Has a partner,French only,No,Liberal Party,1
68,Female,"$75,000 to $99,999",Newfoundland and Labrador,High school diploma,Yes,Has a partner,English only,No,Liberal Party,1
70,Female,"$50,000 to $74,999",British Columbia,College or certificate,Yes,Single,Both English and French,No,Liberal Party,1
38,Female,"$125,000 and more",Ontario,College or certificate,No,Has a partner,English only,Yes,Conservative Party,0
35,Male,"$125,000 and more",Ontario,Bachelor's degree,Yes,Single,English only,Yes,Don't know/ Prefer not to answer,0
53,Female,"$75,000 to $99,999",Quebec,College or certificate,Yes,Has a partner,French only,Yes,ndp,0
79,Male,"$100,000 to $ 124,999",Quebec,Bachelor's degree,Yes,Has a partner,French only,No,Bloc Québécois,0
54,Female,"$75,000 to $99,999",Ontario,Above bachelor,Yes,Single,English only,No,Liberal Party,1
23,Female,"$125,000 and more",Saskatchewan,High school diploma,Yes,Has a partner,English only,Yes,ndp,0
67,Male,"$50,000 to $74,999",Manitoba,Bachelor's degree,Yes,Has a partner,Neither English nor French,No,Conservative Party,0
34,Male,"$125,000 and more",Quebec,Bachelor's degree,Yes,Has a partner,Both English and French,Yes,Liberal Party,1
76,Male,"$75,000 to $99,999",Quebec,High school diploma,Yes,Has a partner,French only,No,Conservative Party,0
25,Female,"$50,000 to $74,999",Ontario,Bachelor's degree,Yes,Single,Both English and French,Yes,Green Party,0
71,Male,"$75,000 to $99,999",Ontario,College or certificate,Yes,Has a partner,English only,No,Liberal Party,1
39,Female,"$125,000 and more",Ontario,College or certificate,Yes,Has a partner,English only,Yes,Green Party,0
66,Female,"$25,000 to $49,999",Ontario,High school diploma,Yes,Single,English only,No,Liberal Party,1
71,Female,"$25,000 to $49,999",Ontario,Bachelor's degree,Yes,Has a partner,English only,No,Liberal Party,1
27,Female,"Less than $25,000",New Brunswick,High school diploma,Yes,Single,English only,No,Green Party,0
71,Male,"$50,000 to $74,999",British Columbia,College or certificate,Yes,Has a partner,English only,No,Conservative Party,0
51,Female,"$75,000 to $99,999",Ontario,College or certificate,Yes,Has a partner,English only,Yes,Conservative Party,0
37,Female,"$50,000 to $74,999",Alberta,Less than high school,Yes,Has a partner,English only,Yes,Don't know/ Prefer not to answer,0
45,Male,"$125,000 and more",Alberta,Bachelor's degree,Yes,Has a partner,English only,Yes,Conservative Party,0
50,Female,"Less than $25,000",Ontario,Bachelor's degree,Yes,Single,English only,Yes,Liberal Party,1
36,Female,"$100,000 to $ 124,999",Manitoba,Less than high school,Yes,Has a partner,English only,Yes,Conservative Party,0
73,Male,"$50,000 to $74,999",Prince Edward Island,College or certificate,Yes,Has a partner,English only,No,Liberal Party,1
66,Female,"$25,000 to $49,999",British Columbia,College or certificate,Yes,Single,English only,Yes,Don't know/ Prefer not to answer,0
76,Female,"$50,000 to $74,999",Quebec,Bachelor's degree,Yes,Has a partner,French only,No,Liberal Party,1
67,Female,"$75,000 to $99,999",Ontario,Bachelor's degree,Yes,Has a partner,English only,Yes,Don't know/ Prefer not to answer,0
26,Male,"$75,000 to $99,999",Quebec,College or certificate,No,Single,Both English and French,Yes,Don't know/ Prefer not to answer,0
73,Female,"$25,000 to $49,999",Ontario,Bachelor's degree,Yes,Single,English only,No,Liberal Party,1
44,Female,"$125,000 and more",Ontario,High school diploma,Yes,Single,English only,No,Liberal Party,1
28,Female,"$100,000 to $ 124,999",Quebec,College or certificate,Yes,Has a partner,French only,Yes,Liberal Party,1
73,Female,"$25,000 to $49,999",Ontario,College or certificate,Yes,Single,English only,No,Don't know/ Prefer not to answer,0
74,Female,"Less than $25,000",Ontario,College or certificate,Yes,Single,Neither English nor French,No,ndp,0
32,Female,"$75,000 to $99,999",Ontario,Bachelor's degree,Yes,Has a partner,English only,Yes,Liberal Party,1
33,Female,"$75,000 to $99,999",Ontario,College or certificate,Yes,Has a partner,English only,No,Green Party,0
49,Male,"$75,000 to $99,999",Quebec,College or certificate,Yes,Single,French only,Yes,Conservative Party,0
59,Female,"$25,000 to $49,999",British Columbia,High school diploma,Yes,Has a partner,English only,No,Don't know/ Prefer not to answer,0
52,Male,"$50,000 to $74,999",Ontario,Above bachelor,Yes,Single,English only,Yes,Liberal Party,1
67,Female,"$75,000 to $99,999",Alberta,College or certificate,Yes,Has a partner,Neither English nor French,Yes,Don't know/ Prefer not to answer,0
65,Female,"$50,000 to $74,999",Ontario,College or certificate,Yes,Has a partner,English only,No,Don't know/ Prefer not to answer,0
79,Female,"$25,000 to $49,999",British Columbia,Bachelor's degree,Yes,Has a partner,English only,No,Conservative Party,0
59,Male,"Less than $25,000",Ontario,Less than high school,Yes,Single,English only,No,Liberal Party,1
33,Female,"$50,000 to $74,999",Ontario,College or certificate,Yes,Has a partner,English only,Yes,Liberal Party,1
70,Male,"$25,000 to $49,999",Quebec,College or certificate,Yes,Has a partner,French only,No,Bloc Québécois,0
49,Female,"$125,000 and more",Alberta,High school diploma,Yes,Has a partner,English only,No,Conservative Party,0
67,Male,"$50,000 to $74,999",Quebec,High school diploma,Yes,Has a partner,French only,No,Bloc Québécois,0
50,Female,"$75,000 to $99,999",Alberta,College or certificate,Yes,Has a partner,English only,Yes,Conservative Party,0
54,Male,"$50,000 to $74,999",Ontario,Less than high school,No,Has a partner,English only,No,Liberal Party,1
62,Female,"$50,000 to $74,999",Manitoba,College or certificate,Yes,Single,English only,Yes,Liberal Party,1
60,Male,"Less than $25,000",Ontario,Less than high school,Yes,Single,English only,No,Conservative Party,0
43,Female,"$75,000 to $99,999",Manitoba,Bachelor's degree,Yes,Has a partner,English only,Yes,Conservative Party,0
73,Male,"$25,000 to $49,999",Quebec,College or certificate,Yes,Has a partner,French only,Yes,Conservative Party,0
18,Male,"$125,000 and more",Ontario,High school diploma,Yes,Single,Both English and French,No,Green Party,0
35,Female,"$25,000 to $49,999",Ontario,College or certificate,Yes,Has a partner,English only,Yes,Liberal Party,1
46,Female,"$50,000 to $74,999",Ontario,College or certificate,Yes,Single,English only,Yes,Green Party,0
71,Male,"$100,000 to $ 124,999",Ontario,Bachelor's degree,Yes,Has a partner,Neither English nor French,No,Liberal Party,1
57,Female,"Less than $25,000",Quebec,Bachelor's degree,No,Single,French only,No,Bloc Québécois,0
27,Female,"$25,000 to $49,999",Quebec,High school diploma,Yes,Single,French only,Yes,Liberal Party,1
65,Male,"$75,000 to $99,999",Quebec,Bachelor's degree,Yes,Has a partner,French only,No,Conservative Party,0
66,Male,"$25,000 to $49,999",Quebec,High school diploma,Yes,Has a partner,French only,No,Don't know/ Prefer not to answer,0
40,Female,"$50,000 to $74,999",Alberta,College or certificate,Yes,Single,English only,Yes,Conservative Party,0
57,Female,"$75,000 to $99,999",Ontario,College or certificate,Yes,Has a partner,English only,Yes,Liberal Party,1
56,Male,"$50,000 to $74,999",Quebec,College or certificate,Yes,Has a partner,French only,Yes,Bloc Québécois,0
53,Male,"$50,000 to $74,999",Quebec,Bachelor's degree,Yes,Single,French only,Yes,Bloc Québécois,0
64,Male,"$100,000 to $ 124,999",Quebec,Above bachelor,Yes,Has a partner,Both English and French,No,Liberal Party,1
50,Female,"$125,000 and more",Ontario,Bachelor's degree,Yes,Has a partner,English only,Yes,Don't know/ Prefer not to answer,0
18,Female,"$100,000 to $ 124,999",Ontario,High school diploma,Yes,Single,Both English and French,Yes,Green Party,0
72,Male,"$25,000 to $49,999",Ontario,High school diploma,Yes,Has a partner,English only,No,ndp,0
48,Male,"$100,000 to $ 124,999",Ontario,Bachelor's degree,Yes,Has a partner,English only,Yes,Conservative Party,0
42,Female,"$125,000 and more",Alberta,College or certificate,Yes,Has a partner,English only,Yes,ndp,0
22,Female,"Less than $25,000",Alberta,College or certificate,Yes,Single,English only,Yes,Green Party,0
70,Male,"$25,000 to $49,999",British Columbia,High school diploma,Yes,Has a partner,English only,No,Liberal Party,1
67,Male,"$100,000 to $ 124,999",Quebec,College or certificate,Yes,Has a partner,French only,No,ndp,0
60,Male,"$75,000 to $99,999",Quebec,College or certificate,Yes,Has a partner,French only,Yes,Liberal Party,1
56,Male,"$100,000 to $ 124,999",Ontario,Bachelor's degree,Yes,Single,Both English and French,No,People's Party,0
40,Female,"$125,000 and more",Ontario,Above bachelor,Yes,Has a partner,French only,Yes,Liberal Party,1
37,Female,"$75,000 to $99,999",Ontario,Above bachelor,Yes,Single,English only,Yes,Liberal Party,1
26,Female,"$25,000 to $49,999",Newfoundland and Labrador,College or certificate,Yes,Has a partner,English only,No,Conservative Party,0
21,Female,"$50,000 to $74,999",Quebec,College or certificate,Yes,Has a partner,French only,No,ndp,0
56,Female,"$50,000 to $74,999",Ontario,College or certificate,Yes,Single,English only,Yes,Conservative Party,0
39,Male,"$125,000 and more",Quebec,Above bachelor,Yes,Has a partner,English only,Yes,Bloc Québécois,0
38,Female,"$125,000 and more",Quebec,Bachelor's degree,Yes,Has a partner,French only,Yes,Don't know/ Prefer not to answer,0
73,Male,"Less than $25,000",Ontario,College or certificate,Yes,Single,English only,No,Conservative Party,0
54,Female,"$75,000 to $99,999",British Columbia,Less than high school,Yes,Has a partner,English only,No,Don't know/ Prefer not to answer,0
45,Female,"$50,000 to $74,999",Manitoba,College or certificate,Yes,Single,English only,Yes,ndp,0
33,Male,"$125,000 and more",Ontario,Bachelor's degree,Yes,Has a partner,English only,Yes,Green Party,0
56,Male,"Less than $25,000",Ontario,Bachelor's degree,No,Has a partner,Neither English nor French,Yes,ndp,0
32,Female,"Less than $25,000",Ontario,College or certificate,Yes,Has a partner,English only,No,Green Party,0
52,Male,"$125,000 and more",Nova Scotia,College or certificate,Yes,Has a partner,English only,Yes,Conservative Party,0
33,Male,"$125,000 and more",Alberta,College or certificate,No,Has a partner,Neither English nor French,Yes,Liberal Party,1
48,Male,"$125,000 and more",Alberta,Bachelor's degree,Yes,Has a partner,English only,No,Liberal Party,1
57,Male,"$125,000 and more",Ontario,Bachelor's degree,Yes,Has a partner,French only,Yes,Conservative Party,0
39,Female,"$75,000 to $99,999",Ontario,College or certificate,Yes,Single,French only,Yes,Liberal Party,1
60,Female,"$125,000 and more",Ontario,Bachelor's degree,Yes,Has a partner,English only,No,Conservative Party,0
69,Male,"$50,000 to $74,999",Ontario,College or certificate,Yes,Has a partner,English only,No,Green Party,0
